Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Retail Worker,32139,11,High School,0.32,0.89,0.63,High,0.88,0.33,0.29,0.8,0.18,0.85,0.37,0.56,0.01,0.54
Research Scientist,122187,8,PhD,0.55,1.48,0.23,Low,0.31,0.85,0.65,0.3,0.7,0.47,0.9,0.56,0.71,0.58
Security Guard,42293,19,Master's,0.16,0.68,0.9,High,0.82,0.35,0.35,0.88,0.25,0.4,0.41,0.45,0.0,0.62
Graphic Designer,63693,13,High School,0.74,1.05,0.6,Medium,0.2,0.82,0.65,0.34,0.39,0.6,0.46,0.14,0.91,0.53
HR Specialist,67820,18,Bachelor's,0.41,1.08,0.24,Medium,0.49,0.53,0.62,0.51,0.77,0.89,0.27,0.49,0.52,0.75
Marketing Manager,105676,19,Master's,0.86,1.27,0.29,Low,0.25,0.72,0.61,0.21,0.73,0.65,0.16,0.4,0.73,0.7
Financial Analyst,98952,27,Bachelor's,0.63,1.17,0.5,Medium,0.42,0.85,0.77,0.84,0.71,0.42,0.14,0.93,0.43,0.45
Software Engineer,138394,19,Bachelor's,0.93,1.41,0.18,Medium,0.38,0.76,0.88,0.36,0.47,0.38,0.29,0.52,0.82,0.6
Customer Support,35736,11,Bachelor's,0.48,1.18,0.71,High,0.73,0.54,0.31,0.81,0.21,0.94,0.09,0.53,0.08,0.36
Financial Analyst,97115,20,Master's,0.8,1.17,0.4,Medium,0.66,0.85,0.71,0.53,0.69,0.32,0.28,0.81,0.34,0.58
Truck Driver,51920,7,High School,0.15,0.81,0.85,High,0.89,0.36,0.3,0.86,0.22,0.12,0.74,0.06,0.02,0.45
Software Engineer,106544,4,Bachelor's,0.99,1.34,0.29,Medium,0.02,0.76,0.96,0.3,0.66,0.55,0.34,0.63,0.71,0.43
Financial Analyst,89392,14,Bachelor's,0.78,1.29,0.5,Medium,0.36,0.81,0.76,0.63,0.51,0.49,0.35,0.99,0.5,0.44
Chef,54437,4,High School,0.14,0.71,0.72,Medium,0.61,0.31,0.75,0.64,0.59,0.31,0.89,0.3,0.76,0.89
HR Specialist,57897,11,Bachelor's,0.59,0.96,0.41,Medium,0.47,0.57,0.74,0.46,0.85,0.84,0.2,0.61,0.39,0.58
Mechanic,49943,0,High School,0.18,1.06,0.5,Medium,0.47,0.38,0.62,0.66,0.43,0.28,1.0,0.19,0.2,0.78
Lawyer,166875,22,PhD,0.64,1.03,0.33,Low,0.26,0.59,0.86,0.32,0.87,0.67,0.06,0.76,0.38,0.68
Construction Worker,53677,14,High School,0.11,0.72,0.71,High,0.82,0.08,0.27,0.76,0.17,0.28,0.77,0.12,0.12,0.95
Teacher,67831,18,Master's,0.55,0.95,0.32,Low,0.15,0.64,0.66,0.42,0.6,1.0,0.2,0.34,0.69,0.8
Customer Support,32580,0,Bachelor's,0.91,0.81,0.73,High,0.52,0.67,0.35,0.76,0.33,0.86,0.4,0.43,0.28,0.57
Research Scientist,118646,24,Bachelor's,0.59,1.5,0.07,Low,0.19,0.98,0.99,0.16,0.87,0.24,0.59,0.57,0.99,0.67
UX Researcher,88547,15,Master's,0.72,1.22,0.29,Low,0.2,0.94,0.77,0.18,0.56,0.94,0.31,0.69,0.87,0.64
Teacher,56592,3,Bachelor's,0.48,1.01,0.25,Medium,0.31,0.51,0.53,0.95,0.8,0.99,0.24,0.56,0.71,0.99
Software Engineer,140375,13,Master's,0.82,1.34,0.37,Medium,0.48,0.75,0.79,0.2,0.41,0.43,0.24,0.81,0.89,0.7
Customer Support,34547,16,Bachelor's,0.66,0.96,0.82,High,0.9,0.65,0.35,0.6,0.28,0.74,0.22,0.61,0.21,0.55
Mechanic,62797,24,High School,0.39,0.85,0.61,Medium,0.48,0.44,0.66,0.62,0.4,0.28,0.87,0.19,0.25,0.79
Graphic Designer,64630,15,Bachelor's,0.68,1.09,0.56,Medium,0.13,0.74,0.53,0.41,0.35,0.65,0.8,0.19,1.0,0.77
Research Scientist,120093,12,PhD,0.68,1.19,0.06,Low,0.3,0.9,0.96,0.17,0.62,0.34,0.92,0.52,0.72,0.6
Software Engineer,126576,16,Bachelor's,0.75,1.25,0.4,Medium,0.36,0.91,1.0,0.37,0.36,0.32,0.44,0.58,0.82,0.69
Security Guard,46433,19,Master's,0.0,0.72,0.83,High,0.7,0.27,0.3,0.74,0.22,0.45,0.34,0.5,0.04,0.54
Graphic Designer,58383,8,High School,0.74,1.24,0.65,Medium,0.21,0.74,0.74,0.42,0.52,0.55,0.5,0.21,0.88,0.54
Retail Worker,40770,18,High School,0.22,0.72,0.87,High,0.68,0.4,0.26,0.87,0.27,0.71,0.27,0.54,0.13,0.38
Data Scientist,127333,27,Bachelor's,0.79,1.5,0.36,Medium,0.26,1.0,0.86,0.46,0.65,0.36,0.32,0.84,0.51,0.89
Nurse,87271,25,Bachelor's,0.59,1.09,0.05,Medium,0.43,0.6,0.61,0.52,0.65,0.96,0.75,0.58,0.39,0.73
Truck Driver,63770,3,High School,0.23,0.79,0.95,High,0.66,0.36,0.24,0.92,0.16,0.32,0.56,0.41,0.05,0.6
Software Engineer,111398,16,Master's,0.87,1.35,0.3,Medium,0.51,0.79,0.93,0.57,0.51,0.41,0.38,0.6,0.53,0.81
Financial Analyst,77353,1,PhD,0.69,0.96,0.51,Medium,0.3,0.76,0.82,0.56,0.53,0.49,0.11,0.78,0.43,0.48
Graphic Designer,58122,22,High School,0.66,1.29,0.3,Medium,0.08,0.86,0.65,0.26,0.37,0.65,0.72,0.17,0.97,0.66
UX Researcher,103056,28,Master's,0.7,1.36,0.37,Low,0.29,0.8,0.71,0.25,0.63,0.98,0.25,0.58,0.77,0.71
Doctor,184897,8,PhD,0.6,1.23,0.05,Low,0.35,0.78,0.78,0.14,0.93,0.91,0.79,0.32,0.57,1.0
Truck Driver,52968,16,High School,0.22,0.84,0.79,High,0.8,0.55,0.48,0.88,0.12,0.1,0.63,0.25,0.27,0.65
Marketing Manager,99039,27,Bachelor's,0.69,1.01,0.37,Medium,0.36,0.58,0.63,0.53,0.74,0.81,0.25,0.51,0.73,0.69
Research Scientist,101363,6,Master's,0.56,1.44,0.05,Low,0.22,1.0,0.81,0.27,0.7,0.47,0.61,0.47,0.87,0.55
Marketing Manager,107939,1,Bachelor's,0.67,1.29,0.34,Medium,0.43,0.68,0.55,0.35,0.84,0.65,0.2,0.57,0.78,0.61
Construction Worker,52340,18,High School,0.17,0.5,0.91,High,0.67,0.34,0.67,0.5,0.31,0.33,0.89,0.04,0.02,0.86
UX Researcher,83314,18,PhD,0.7,1.33,0.05,Low,0.11,0.66,0.67,0.36,0.61,0.88,0.37,0.46,0.79,0.65
Doctor,192809,12,PhD,0.26,1.17,0.15,Low,0.18,0.6,0.94,0.31,0.72,1.0,0.91,0.42,0.33,0.72
Teacher,71532,12,Bachelor's,0.34,1.06,0.3,Medium,0.31,0.68,0.53,0.67,0.77,0.81,0.3,0.65,0.48,0.85
Data Scientist,128060,30,PhD,0.87,1.41,0.31,Low,0.27,0.97,1.0,0.26,0.71,0.62,0.21,0.88,0.54,0.7
Mechanic,58850,17,High School,0.14,0.89,0.5,Medium,0.58,0.48,0.82,0.59,0.45,0.55,0.98,0.15,0.24,0.62
Software Engineer,138007,18,Bachelor's,0.72,1.45,0.35,Medium,0.39,0.78,0.97,0.19,0.58,0.4,0.43,0.71,0.84,0.85
AI Engineer,159616,15,PhD,0.83,1.5,0.24,Low,0.21,0.78,0.79,0.0,0.49,0.31,0.14,0.48,0.85,0.77
Lawyer,131695,5,PhD,0.68,1.09,0.34,Low,0.19,0.59,0.81,0.37,0.93,0.67,0.38,0.84,0.44,0.69
Teacher,65546,2,Bachelor's,0.5,1.02,0.08,Medium,0.29,0.72,0.55,0.59,0.82,0.82,0.23,0.47,0.62,0.73
Security Guard,32374,11,Master's,0.08,0.66,0.69,High,0.76,0.29,0.24,0.88,0.15,0.12,0.5,0.43,0.27,0.54
Data Scientist,99698,2,PhD,0.85,1.46,0.37,Medium,0.19,0.95,0.83,0.22,0.65,0.3,0.05,0.97,0.66,0.67
Data Scientist,126792,22,Bachelor's,0.7,1.42,0.3,Medium,0.3,0.95,1.0,0.22,0.64,0.35,0.18,0.82,0.6,0.77
Software Engineer,117534,1,Bachelor's,0.83,1.41,0.4,Medium,0.35,0.75,0.76,0.26,0.68,0.31,0.28,0.55,0.64,0.72
Software Engineer,122301,20,PhD,0.79,1.5,0.31,Low,0.44,0.95,0.82,0.58,0.51,0.34,0.44,0.55,0.87,0.61
Software Engineer,143232,20,Master's,0.78,1.5,0.32,Medium,0.44,0.92,1.0,0.49,0.39,0.53,0.16,0.5,0.62,0.75
Software Engineer,130725,23,Bachelor's,0.72,1.47,0.26,Low,0.3,0.88,0.91,0.36,0.57,0.51,0.48,0.6,0.65,0.76
Chef,55327,1,High School,0.27,0.85,0.64,Medium,0.39,0.23,0.8,0.59,0.48,0.25,0.9,0.31,0.91,0.81
Nurse,69380,19,Bachelor's,0.28,1.22,0.08,Low,0.6,0.59,0.69,0.14,0.56,0.99,0.96,0.42,0.35,0.9
Truck Driver,56220,24,High School,0.27,0.68,0.95,High,0.8,0.07,0.42,0.98,0.11,0.17,0.48,0.04,0.2,0.5
Construction Worker,44926,12,Bachelor's,0.09,0.9,0.72,High,0.86,0.29,0.46,0.69,0.26,0.4,0.83,0.21,0.17,0.7
Security Guard,46749,10,Master's,0.06,0.82,0.66,High,0.79,0.32,0.28,0.67,0.24,0.36,0.48,0.46,0.25,0.73
AI Engineer,161560,18,Master's,0.83,1.5,0.1,Low,0.08,0.85,0.99,0.26,0.6,0.19,0.13,0.45,0.83,0.97
HR Specialist,73671,6,Bachelor's,0.55,1.02,0.25,Medium,0.33,0.5,0.59,0.6,0.56,0.95,0.18,0.63,0.24,0.67
Marketing Manager,91270,31,Bachelor's,0.8,1.17,0.48,Medium,0.28,0.72,0.61,0.37,0.75,0.69,0.13,0.35,1.0,0.56
UX Researcher,96379,13,Bachelor's,0.71,1.15,0.19,Medium,0.22,0.62,0.6,0.31,0.62,0.93,0.34,0.49,0.71,0.85
Customer Support,42619,18,Bachelor's,0.63,0.81,0.82,High,0.79,0.38,0.4,0.81,0.27,0.88,0.28,0.58,0.17,0.65
Graphic Designer,62426,25,Bachelor's,0.82,1.36,0.53,Medium,0.29,0.81,0.44,0.33,0.47,0.32,0.63,0.16,0.88,0.51
Lawyer,136715,3,PhD,0.66,1.07,0.26,Low,0.29,0.74,0.86,0.5,0.72,0.78,0.2,0.74,0.5,0.86
UX Researcher,103731,23,Master's,0.72,1.24,0.42,Low,0.0,0.66,0.84,0.1,0.55,0.79,0.22,0.43,0.83,0.8
Teacher,58569,20,Master's,0.4,0.86,0.16,Low,0.2,0.54,0.53,0.26,0.71,0.99,0.4,0.31,0.47,0.8
Software Engineer,90121,15,Bachelor's,0.96,1.24,0.47,Medium,0.38,0.92,0.93,0.41,0.43,0.38,0.46,0.58,0.57,0.63
Software Engineer,131636,0,Bachelor's,0.76,1.31,0.44,Medium,0.21,0.94,0.81,0.33,0.43,0.19,0.33,0.61,0.75,0.63
Security Guard,44356,24,Master's,0.26,0.73,0.77,High,0.72,0.34,0.55,0.8,0.24,0.37,0.35,0.6,0.19,0.67
UX Researcher,99152,18,Master's,0.57,1.19,0.17,Low,0.18,0.86,0.89,0.46,0.7,0.81,0.17,0.52,0.83,0.77
Construction Worker,58428,1,Bachelor's,0.07,0.69,0.56,High,0.84,0.19,0.71,0.52,0.24,0.22,0.61,0.08,0.05,0.78
Security Guard,41521,26,Master's,0.24,0.58,0.78,High,0.8,0.41,0.25,0.89,0.21,0.5,0.46,0.37,0.0,0.47
Nurse,82935,7,Master's,0.45,1.23,0.12,Medium,0.45,0.75,0.64,0.46,0.45,0.92,0.87,0.36,0.28,0.87
HR Specialist,77707,7,Bachelor's,0.25,1.11,0.28,Medium,0.11,0.73,0.64,0.57,0.66,0.63,0.25,0.69,0.4,0.71
Truck Driver,55538,17,High School,0.24,0.84,0.57,High,0.88,0.49,0.42,0.83,0.18,0.24,0.7,0.15,0.1,0.66
Teacher,68559,6,Master's,0.24,0.95,0.05,Medium,0.28,0.69,0.65,0.6,0.62,0.82,0.3,0.25,0.57,0.83
UX Researcher,83828,5,Bachelor's,0.57,1.21,0.29,Medium,0.38,0.84,0.86,0.42,0.5,0.78,0.54,0.49,0.91,0.8
Construction Worker,46116,19,High School,0.13,0.74,0.63,High,0.55,0.23,0.51,0.73,0.12,0.19,0.75,0.09,0.32,0.98
HR Specialist,69951,22,Master's,0.37,1.08,0.55,Medium,0.54,0.69,0.5,0.46,0.72,0.74,0.26,0.77,0.45,0.7
Retail Worker,26880,9,Bachelor's,0.2,0.83,0.88,High,0.71,0.49,0.23,0.71,0.25,0.72,0.45,0.5,0.23,0.51
Software Engineer,118157,5,Bachelor's,0.82,1.38,0.34,Medium,0.19,0.78,0.89,0.31,0.5,0.47,0.28,0.66,0.69,0.88
Marketing Manager,96416,9,Master's,0.9,1.31,0.44,Medium,0.31,0.93,0.74,0.38,0.71,0.56,0.1,0.41,0.84,0.65
Nurse,84052,24,Bachelor's,0.43,1.02,0.21,Medium,0.42,0.73,0.69,0.61,0.48,0.88,0.75,0.59,0.08,0.66
Construction Worker,51532,10,High School,0.07,0.67,0.83,High,0.69,0.36,0.52,0.56,0.08,0.47,0.74,0.01,0.35,0.9
Security Guard,41362,14,Master's,0.01,0.58,0.85,High,0.93,0.2,0.25,0.81,0.23,0.44,0.65,0.33,0.19,0.49
Data Scientist,121264,16,Master's,0.75,1.37,0.11,Medium,0.39,0.85,0.82,0.24,0.46,0.4,0.12,0.88,0.66,0.87
Research Scientist,130609,0,PhD,0.7,1.35,0.17,Low,0.24,0.95,1.0,0.24,0.55,0.42,0.56,0.85,0.95,0.92
Retail Worker,32343,19,Bachelor's,0.34,0.65,0.82,High,0.81,0.46,0.25,0.89,0.08,0.35,0.32,0.35,0.35,0.68
Data Scientist,127292,19,Master's,0.74,1.3,0.35,Low,0.16,1.0,1.0,0.14,0.56,0.34,0.27,0.68,0.59,0.63
Customer Support,43013,1,Master's,0.77,1.05,0.76,High,0.75,0.48,0.35,0.78,0.5,0.76,0.1,0.66,0.19,0.36
Teacher,67940,17,Master's,0.4,0.98,0.11,Medium,0.52,0.56,0.56,0.52,0.87,0.73,0.33,0.61,0.61,0.68
HR Specialist,67550,20,Bachelor's,0.47,1.09,0.58,Medium,0.34,0.62,0.73,0.47,0.78,0.66,0.06,0.65,0.54,0.61
Customer Support,46721,6,Bachelor's,0.52,0.7,0.65,High,0.73,0.53,0.51,0.74,0.37,0.72,0.4,0.52,0.11,0.55
Marketing Manager,97013,9,Bachelor's,0.79,1.5,0.53,Medium,0.31,0.73,0.72,0.29,0.96,0.79,0.34,0.45,0.84,0.72
Lawyer,126679,28,PhD,0.83,1.02,0.22,Low,0.41,0.72,0.92,0.25,0.98,0.76,0.14,0.74,0.35,0.91
Software Engineer,130146,13,Master's,0.67,1.33,0.49,Medium,0.15,0.88,0.92,0.4,0.51,0.46,0.3,0.6,0.71,0.68
Teacher,64814,12,Bachelor's,0.56,1.03,0.17,Medium,0.13,0.52,0.62,0.48,0.68,0.87,0.21,0.35,0.57,0.8
Data Scientist,114178,14,PhD,0.69,1.39,0.32,Low,0.34,0.88,0.8,0.16,0.86,0.29,0.15,0.85,0.64,0.75
Customer Support,42222,8,High School,0.45,0.99,0.66,High,0.66,0.52,0.41,0.77,0.32,0.91,0.2,0.6,0.31,0.6
Construction Worker,46060,15,High School,0.19,0.7,0.83,High,0.86,0.02,0.59,0.76,0.11,0.33,0.91,0.02,0.24,0.89
Research Scientist,118180,5,PhD,0.53,1.27,0.16,Low,0.09,0.89,0.93,0.22,0.61,0.39,0.78,0.66,0.71,0.77
Chef,46659,4,Bachelor's,0.19,0.79,0.61,Medium,0.42,0.14,0.66,0.71,0.67,0.4,0.86,0.16,0.81,0.69
Software Engineer,112991,18,Master's,0.84,1.5,0.52,Medium,0.27,0.88,0.76,0.22,0.54,0.4,0.27,0.51,0.86,0.62
Nurse,85291,10,Master's,0.39,1.05,0.18,Medium,0.43,0.55,0.7,0.45,0.46,0.9,0.92,0.68,0.29,0.8
Teacher,70047,21,Bachelor's,0.35,1.05,0.3,Medium,0.52,0.71,0.54,0.44,0.8,0.8,0.41,0.43,0.65,0.77
Research Scientist,114803,5,PhD,0.72,1.26,0.05,Low,0.14,1.0,0.88,0.26,0.69,0.42,0.6,0.54,0.74,0.78
Doctor,220639,22,PhD,0.46,1.01,0.05,Low,0.11,0.52,0.7,0.05,0.94,0.9,0.95,0.45,0.51,0.89
Marketing Manager,105747,23,Master's,0.7,1.34,0.45,Medium,0.4,0.71,0.84,0.46,0.74,0.65,0.13,0.62,0.76,0.62
Marketing Manager,85549,5,Master's,0.62,1.25,0.37,Medium,0.33,0.69,0.73,0.59,0.89,0.7,0.06,0.45,0.87,0.58
Customer Support,42634,8,Bachelor's,0.56,0.97,0.57,High,0.91,0.5,0.4,0.73,0.35,0.68,0.42,0.73,0.3,0.36
Doctor,220883,17,PhD,0.39,1.17,0.05,Low,0.22,0.82,0.96,0.1,0.73,0.85,0.84,0.55,0.31,0.97
Doctor,206327,14,PhD,0.31,1.05,0.08,Low,0.07,0.6,0.7,0.15,0.95,0.93,0.78,0.5,0.62,0.91
Software Engineer,102852,10,Master's,0.86,1.47,0.56,Medium,0.5,0.98,0.97,0.22,0.56,0.42,0.35,0.53,0.71,0.62
Data Scientist,142684,13,PhD,0.81,1.42,0.27,Low,0.09,1.0,0.75,0.31,0.63,0.43,0.17,0.83,0.65,0.77
Doctor,225974,1,PhD,0.48,1.41,0.13,Low,0.37,0.72,0.91,0.11,0.84,0.97,0.88,0.45,0.47,0.97
Teacher,65514,0,Bachelor's,0.43,0.89,0.24,Medium,0.39,0.69,0.61,0.4,0.64,0.96,0.54,0.37,0.65,0.74
Construction Worker,40270,13,High School,0.17,0.81,0.86,High,0.6,0.13,0.29,0.84,0.0,0.27,0.68,0.01,0.34,0.82
Retail Worker,37418,1,Bachelor's,0.29,0.78,0.79,High,0.7,0.34,0.22,0.8,0.22,0.79,0.21,0.5,0.17,0.59
Lawyer,141605,10,PhD,0.71,1.23,0.41,Low,0.34,0.66,0.93,0.31,0.92,0.78,0.29,0.83,0.54,0.95
Chef,52846,21,High School,0.28,1.1,0.33,Medium,0.54,0.28,0.7,0.6,0.55,0.56,0.93,0.21,0.84,1.0
Research Scientist,116776,19,Master's,0.55,1.3,0.05,Low,0.09,0.82,0.76,0.28,0.72,0.35,0.65,0.61,0.75,0.73
Chef,49698,4,High School,0.11,0.73,0.57,Medium,0.61,0.37,0.79,0.71,0.63,0.38,0.82,0.16,0.75,0.87
Chef,47511,14,Bachelor's,0.29,0.98,0.52,Medium,0.53,0.37,0.58,0.74,0.56,0.29,0.86,0.45,0.76,0.77
Mechanic,54684,20,High School,0.22,1.04,0.45,Medium,0.58,0.39,0.62,0.61,0.41,0.43,0.79,0.17,0.24,0.71
Retail Worker,36405,4,High School,0.28,0.83,0.8,High,0.93,0.39,0.29,0.98,0.29,0.66,0.6,0.55,0.0,0.58
Financial Analyst,90232,24,Bachelor's,0.79,1.05,0.4,Medium,0.34,0.85,0.53,0.55,0.56,0.32,0.17,1.0,0.33,0.55
Customer Support,39087,22,Master's,0.67,0.73,0.78,High,0.6,0.48,0.43,0.7,0.17,0.85,0.31,0.59,0.15,0.52
Graphic Designer,64010,22,Bachelor's,0.74,1.27,0.45,Medium,0.21,0.82,0.35,0.19,0.32,0.62,0.62,0.26,0.93,0.47
Lawyer,136102,10,Master's,0.75,0.98,0.26,Medium,0.44,0.73,0.77,0.43,0.74,0.71,0.31,0.91,0.58,0.83
Security Guard,40251,16,Master's,0.1,0.61,0.82,High,0.77,0.32,0.54,0.8,0.11,0.24,0.55,0.52,0.04,0.7
Doctor,193524,22,PhD,0.39,1.23,0.27,Low,0.16,0.69,0.9,0.16,0.82,1.0,0.79,0.45,0.52,0.92
UX Researcher,116561,17,Bachelor's,0.57,1.2,0.14,Low,0.29,0.8,0.85,0.37,0.55,0.83,0.27,0.49,0.77,0.75
Nurse,85013,19,Master's,0.32,1.17,0.16,Low,0.41,0.64,0.7,0.24,0.6,0.91,0.82,0.44,0.18,0.86
Lawyer,137085,14,PhD,0.77,1.14,0.29,Low,0.27,0.62,0.87,0.4,0.76,0.6,0.25,0.64,0.52,0.84
UX Researcher,103248,18,Bachelor's,0.6,1.27,0.33,Low,0.14,0.68,1.0,0.25,0.66,0.99,0.38,0.47,0.79,0.62
Teacher,63606,21,Bachelor's,0.25,0.9,0.05,Medium,0.39,0.66,0.55,0.4,0.57,1.0,0.31,0.42,0.52,0.65
Nurse,74671,0,Master's,0.26,1.07,0.09,Medium,0.5,0.6,0.79,0.36,0.58,0.97,0.87,0.58,0.27,0.86
Teacher,55350,24,Master's,0.32,1.14,0.3,Medium,0.41,0.59,0.55,0.63,0.63,0.96,0.29,0.22,0.71,0.52
Marketing Manager,94679,0,PhD,0.63,1.38,0.52,Low,0.1,0.75,0.75,0.34,0.81,0.45,0.27,0.52,0.8,0.7
Software Engineer,139559,7,Bachelor's,0.86,1.43,0.51,Medium,0.35,0.9,0.71,0.52,0.62,0.27,0.27,0.58,0.81,0.48
Financial Analyst,85662,23,Bachelor's,0.78,1.08,0.48,Medium,0.45,0.62,0.67,0.55,0.61,0.34,0.12,0.96,0.45,0.56
Chef,52179,28,High School,0.14,1.02,0.54,Medium,0.48,0.24,0.69,0.65,0.38,0.44,0.93,0.21,0.79,0.54
Data Scientist,120460,25,Bachelor's,0.72,1.5,0.33,Medium,0.26,1.0,0.9,0.27,0.6,0.44,0.27,0.78,0.64,0.87
Doctor,201243,21,PhD,0.71,1.11,0.05,Low,0.3,0.93,0.83,0.37,0.72,0.94,0.97,0.35,0.51,0.99
Software Engineer,112842,11,Bachelor's,0.91,1.27,0.53,Medium,0.23,1.0,0.76,0.49,0.6,0.39,0.26,0.55,0.69,0.7
Data Scientist,138249,14,PhD,0.68,1.46,0.12,Low,0.43,1.0,0.92,0.22,0.55,0.38,0.1,0.68,0.81,0.73
Security Guard,44405,23,Master's,0.1,0.56,0.95,High,0.72,0.38,0.28,0.69,0.12,0.57,0.47,0.26,0.22,0.57
Customer Support,44796,26,Bachelor's,0.49,0.82,0.75,High,0.52,0.47,0.45,0.84,0.48,0.71,0.2,0.53,0.05,0.59
Software Engineer,111609,6,Bachelor's,0.74,1.47,0.33,Medium,0.35,0.93,0.94,0.23,0.4,0.4,0.42,0.76,0.78,0.7
Software Engineer,118786,3,Bachelor's,0.72,1.4,0.28,Medium,0.33,0.9,0.8,0.3,0.37,0.39,0.46,0.68,0.61,0.69
Retail Worker,37425,27,Bachelor's,0.34,0.89,0.86,High,0.72,0.39,0.4,0.87,0.45,0.72,0.42,0.57,0.18,0.39
Data Scientist,116027,25,Master's,0.86,1.21,0.25,Medium,0.43,1.0,0.88,0.33,0.72,0.48,0.05,0.82,0.58,0.81
HR Specialist,69739,6,High School,0.48,1.15,0.34,Medium,0.5,0.73,0.49,0.42,0.81,0.74,0.05,0.75,0.35,0.78
AI Engineer,107596,14,Master's,0.67,1.4,0.13,Low,0.23,0.92,0.86,0.36,0.64,0.26,0.12,0.49,0.7,0.9
Nurse,73145,11,Master's,0.18,1.2,0.05,Low,0.22,0.59,0.76,0.43,0.53,0.97,0.71,0.5,0.37,0.85
Security Guard,39102,21,Master's,0.14,0.59,0.95,High,0.73,0.42,0.41,0.87,0.35,0.51,0.61,0.52,0.18,0.62
AI Engineer,102782,14,Bachelor's,0.87,1.45,0.25,Medium,0.08,0.93,0.93,0.26,0.59,0.22,0.27,0.37,0.95,0.78
HR Specialist,76225,24,Master's,0.4,1.06,0.35,Medium,0.42,0.66,0.66,0.36,0.78,0.83,0.14,0.63,0.37,0.47
Teacher,66472,22,Master's,0.34,0.99,0.09,Low,0.47,0.75,0.65,0.48,0.68,0.98,0.48,0.34,0.49,0.95
Graphic Designer,46436,25,Bachelor's,0.68,1.23,0.27,Low,0.02,0.7,0.58,0.14,0.51,0.69,0.54,0.33,1.0,0.59
Doctor,219977,25,PhD,0.61,1.28,0.05,Low,0.15,0.93,0.97,0.23,0.94,0.93,0.85,0.41,0.6,0.7
Research Scientist,137870,4,PhD,0.4,1.38,0.18,Low,0.17,1.0,0.85,0.45,0.84,0.39,0.64,0.57,1.0,0.89
Financial Analyst,95989,1,Master's,0.76,1.06,0.68,Medium,0.51,0.74,0.71,0.62,0.48,0.41,0.33,0.72,0.48,0.64
Marketing Manager,116059,7,Master's,0.62,1.32,0.43,Medium,0.24,0.87,0.63,0.44,0.77,0.67,0.14,0.57,0.88,0.69
Nurse,68416,0,High School,0.56,1.11,0.24,Medium,0.26,0.64,0.74,0.38,0.79,0.74,0.58,0.43,0.37,0.69
Truck Driver,54724,1,High School,0.19,0.68,0.67,High,0.7,0.4,0.45,0.94,0.28,0.16,0.56,0.38,0.0,0.29
Chef,48066,22,Bachelor's,0.2,0.76,0.64,Medium,0.46,0.39,0.73,0.69,0.4,0.43,0.97,0.06,0.89,0.79
Software Engineer,135765,26,Bachelor's,0.81,1.41,0.29,Medium,0.61,0.68,1.0,0.26,0.34,0.35,0.33,0.7,0.87,0.84
UX Researcher,113226,0,Master's,0.8,1.25,0.18,Low,0.1,0.91,0.84,0.23,0.58,0.73,0.3,0.43,0.7,0.75
Truck Driver,49334,0,High School,0.41,0.78,0.77,High,0.86,0.28,0.54,0.87,0.17,0.27,0.59,0.31,0.0,0.5
Security Guard,40950,27,PhD,0.02,0.55,0.94,High,0.62,0.18,0.27,0.7,0.15,0.35,0.57,0.52,0.0,0.61
Software Engineer,147049,9,Bachelor's,0.91,1.47,0.46,Medium,0.33,0.87,0.89,0.32,0.58,0.24,0.28,0.75,0.84,0.79
Construction Worker,52492,23,High School,0.22,0.68,0.84,High,0.75,0.37,0.69,0.69,0.1,0.27,1.0,0.0,0.15,0.66
Doctor,228170,5,PhD,0.42,1.18,0.15,Low,0.21,0.58,0.89,0.0,0.86,1.0,0.86,0.39,0.48,0.92
Financial Analyst,97178,0,Bachelor's,0.39,1.14,0.52,Medium,0.5,0.88,0.82,0.52,0.57,0.49,0.06,0.7,0.42,0.55
Research Scientist,107076,6,PhD,0.59,1.25,0.16,Low,0.13,0.84,0.82,0.21,0.77,0.28,0.67,0.51,0.65,0.79
Graphic Designer,56961,22,High School,0.63,1.08,0.62,Medium,0.15,0.82,0.45,0.23,0.48,0.86,0.4,0.18,0.94,0.54
Truck Driver,64458,7,Bachelor's,0.3,0.74,0.89,High,0.88,0.21,0.42,0.85,0.32,0.13,0.56,0.39,0.0,0.51
Data Scientist,143051,28,PhD,0.88,1.4,0.35,Low,0.12,0.79,0.94,0.2,0.55,0.45,0.14,0.88,0.62,0.74
Nurse,69784,17,Bachelor's,0.45,1.07,0.25,Medium,0.52,0.63,0.85,0.49,0.55,1.0,0.83,0.46,0.33,0.91
Construction Worker,49596,16,Bachelor's,0.0,0.74,0.79,High,0.75,0.38,0.61,0.75,0.1,0.28,0.81,0.17,0.26,0.82
Research Scientist,96239,20,Master's,0.56,1.18,0.11,Low,0.21,0.97,0.81,0.47,0.5,0.55,0.7,0.7,0.84,0.73
Retail Worker,29310,21,High School,0.3,0.72,0.64,High,0.86,0.48,0.27,0.9,0.09,0.6,0.48,0.6,0.25,0.46
Financial Analyst,94620,6,Bachelor's,0.54,1.17,0.53,Medium,0.59,0.73,0.88,0.59,0.45,0.28,0.2,0.91,0.6,0.4
